playerId,name,team,position,toi,gamesPlayed,saves,shots,shutout,fantasyPoints,missedGames,creaseShare,gamesRemaining,FPP60,FPPG,fantasyPointsRemain
8480843,L. Dostal,ANA,G,32775,10,277,313,0,3.400000000000002,0,33.99,18,0.37,0.34,6.98
8480947,K. Lankinen,NSH,G,26051,8,207,229,0,9.400000000000004,0,26.11,14,1.3,1.18,18.31
8480981,J. Hofer,STL,G,29322,10,217,243,1,14.400000000000002,0,30.38,16,1.77,1.44,29.54
8480992,M. Chrona,SJS,G,1830,1,13,17,0,-5.4,0,1.81,0,-10.62,-5.4,-10.41
8481031,I. Prosvetov,COL,G,20945,8,165,181,0,14.000000000000004,0,20.69,11,2.41,1.75,26.88
8481033,A. Schmid,NJD,G,37961,12,292,324,0,11.400000000000002,0,40.99,22,1.08,0.95,24.82
8481035,S. Ersson,PHI,G,32369,9,192,217,1,12.400000000000002,0,33.17,18,1.38,1.38,25.16
8481611,P. Kochetkov,CAR,G,36915,12,219,251,1,-0.1999999999999975,0,38.04,20,-0.02,-0.02,-0.41
8481692,D. Wolf,CGY,G,13017,4,99,110,0,1.8000000000000016,0,12.87,6,0.5,0.45,3.46
8482221,D. Levi,BUF,G,41016,12,301,337,0,10.200000000000003,0,39.48,20,0.9,0.85,18.73
8482411,H. Shepard,WSH,G,7200,2,54,59,0,8.799999999999999,0,7.93,4,4.4,4.4,19.89
8482821,A. Soderblom,CHI,G,43301,13,330,374,0,-12.999999999999996,0,44.72,24,-1.08,-1.0,-26.59
8482982,J. Greaves,CBJ,G,7136,2,71,76,0,8.200000000000001,0,6.65,3,4.14,4.1,14.3
